chamado_id,cliente_id,canal,assunto,severidade,status,abertoEm,resolvidoEm,tempoResolucaoHoras,satisfacao,transacaoDisputadaId
CH0000216,CLI1285,App,Contestação de transação,Baixa,Resolvido,2026-01-20T04:03:39,2026-01-23T22:03:39,90,1,TX0011637
CH0000217,CLI1141,App,Dúvida sobre produto,Baixa,Resolvido,2025-10-16T09:30:01,2025-10-17T21:30:01,36,3,
CH0000218,CLI0518,App,Elogio ao atendimento,Baixa,Resolvido,2025-12-08T11:09:43,2025-12-09T21:09:43,34,1,
CH0000219,CLI1130,E-mail,Elogio ao atendimento,Média,Resolvido,2025-12-19T07:06:22,2025-12-21T12:06:22,53,5,
CH0000220,CLI1186,App,Elogio ao atendimento,Alta,Aberto,2025-11-12T01:34:07,,,,
CH0000221,CLI0854,E-mail,Contestação de transação,Média,Resolvido,2026-02-17T23:05:38,2026-02-21T19:05:38,92,4,TX0016055
CH0000222,CLI0227,E-mail,Dúvida sobre produto,Baixa,Em Andamento,2025-12-29T12:59:39,,,,
CH0000223,CLI0635,Telefone,Dúvida sobre produto,Baixa,Resolvido,2025-12-07T18:59:37,2025-12-10T11:59:37,65,3,
CH0000224,CLI0103,Chat,Elogio ao atendimento,Média,Resolvido,2025-11-05T09:32:55,2025-11-08T00:32:55,63,2,
CH0000225,CLI1011,Telefone,Elogio ao atendimento,Baixa,Resolvido,2026-02-15T06:55:25,2026-02-18T20:55:25,86,1,
CH0000226,CLI0075,E-mail,Dúvida sobre produto,Baixa,Resolvido,2026-01-27T09:07:27,2026-01-28T06:07:27,21,5,
CH0000227,CLI0262,App,Alteração cadastral,Baixa,Em Andamento,2025-09-25T16:41:08,,,,
CH0000228,CLI0330,App,Solicitação de cancelamento,Média,Aberto,2025-11-23T06:34:09,,,,
CH0000229,CLI1026,E-mail,Alteração cadastral,Baixa,Resolvido,2025-10-24T11:59:26,2025-10-25T17:59:26,30,2,
CH0000230,CLI0929,Agência,Dúvida sobre fatura,Média,Em Andamento,2026-02-16T05:40:55,,,,
CH0000231,CLI0686,App,Contestação de transação,Baixa,Cancelado,2025-11-05T10:57:23,,,,TX0015586
CH0000232,CLI1051,Agência,Elogio ao atendimento,Média,Em Andamento,2026-01-16T20:25:23,,,,
CH0000233,CLI0782,Agência,Contestação de transação,Baixa,Resolvido,2025-11-09T01:18:43,2025-11-11T00:18:43,47,3,TX0005986
CH0000234,CLI0227,App,Solicitação de cancelamento,Baixa,Em Andamento,2025-11-02T11:45:51,,,,
CH0000235,CLI0254,Chat,Problema no aplicativo,Baixa,Cancelado,2026-01-02T19:49:40,,,,
CH0000236,CLI0709,Telefone,Dúvida sobre fatura,Média,Resolvido,2025-10-07T02:40:47,2025-10-07T03:40:47,1,4,
CH0000237,CLI1140,Agência,Reclamação de atendimento,Média,Em Andamento,2025-09-23T21:01:27,,,,
CH0000238,CLI1048,Telefone,Problema no aplicativo,Média,Em Andamento,2025-12-12T00:44:38,,,,
CH0000239,CLI0184,App,Elogio ao atendimento,Baixa,Resolvido,2026-01-11T12:30:51,2026-01-13T22:30:51,58,4,
CH0000240,CLI1136,Chat,Solicitação de cancelamento,Baixa,Resolvido,2025-11-28T16:51:08,2025-11-29T10:51:08,18,5,
CH0000241,CLI0373,Chat,Problema no aplicativo,Baixa,Aberto,2025-10-15T08:46:36,,,,
CH0000242,CLI0401,App,Dúvida sobre produto,Baixa,Em Andamento,2025-09-15T03:24:09,,,,
CH0000243,CLI0132,Chat,Reclamação de atendimento,Média,Em Andamento,2025-11-06T19:20:41,,,,
CH0000244,CLI0894,Telefone,Dúvida sobre fatura,Alta,Resolvido,2025-09-11T12:49:12,2025-09-14T06:49:12,66,5,
CH0000245,CLI1099,Agência,Contestação de transação,Baixa,Resolvido,2025-09-13T02:43:08,2025-09-14T22:43:08,44,3,TX0000753
CH0000246,CLI0838,App,Dúvida sobre produto,Média,Resolvido,2026-01-07T21:06:39,2026-01-11T21:06:39,96,2,
CH0000247,CLI0712,Telefone,Reclamação de atendimento,Baixa,Resolvido,2026-01-12T17:17:29,2026-01-13T20:17:29,27,3,
CH0000248,CLI0534,Agência,Contestação de transação,Baixa,Resolvido,2025-10-08T04:34:50,2025-10-08T18:34:50,14,5,TX0001839
CH0000249,CLI0552,Chat,Contestação de transação,Alta,Resolvido,2025-12-19T18:37:10,2025-12-20T21:37:10,27,4,TX0023110
CH0000250,CLI0516,App,Contestação de transação,Baixa,Resolvido,2026-02-17T04:14:04,2026-02-17T21:14:04,17,4,TX0024279
CH0000251,CLI0376,E-mail,Solicitação de cancelamento,Média,Resolvido,2025-11-10T21:46:56,2025-11-14T02:46:56,77,4,
CH0000252,CLI0901,Chat,Alteração cadastral,Média,Resolvido,2025-09-10T10:15:29,2025-09-10T21:15:29,11,3,
CH0000253,CLI1037,E-mail,Problema no aplicativo,Baixa,Resolvido,2026-02-06T07:31:42,2026-02-09T23:31:42,88,2,
CH0000254,CLI1262,App,Dúvida sobre fatura,Baixa,Cancelado,2026-02-26T16:22:21,,,,
CH0000255,CLI1162,E-mail,Alteração cadastral,Baixa,Aberto,2026-02-18T08:05:41,,,,
CH0000256,CLI0383,App,Dúvida sobre fatura,Média,Resolvido,2026-01-09T18:52:32,2026-01-09T21:52:32,3,1,
CH0000257,CLI0353,App,Elogio ao atendimento,Baixa,Resolvido,2025-11-21T10:40:53,2025-11-23T06:40:53,44,1,
CH0000258,CLI1073,E-mail,Solicitação de cancelamento,Baixa,Cancelado,2025-09-21T14:07:35,,,,
CH0000259,CLI1017,App,Reclamação de atendimento,Média,Em Andamento,2026-02-18T15:13:51,,,,
CH0000260,CLI0228,Chat,Problema no aplicativo,Baixa,Resolvido,2025-11-13T02:57:15,2025-11-15T09:57:15,55,4,
CH0000261,CLI1130,Telefone,Reclamação de atendimento,Baixa,Resolvido,2026-01-11T23:47:39,2026-01-15T08:47:39,81,4,
CH0000262,CLI0076,Chat,Reclamação de atendimento,Baixa,Resolvido,2026-02-24T06:40:02,2026-02-28T04:40:02,94,5,
CH0000263,CLI0612,App,Elogio ao atendimento,Baixa,Resolvido,2025-11-27T16:12:35,2025-11-30T01:12:35,57,5,
CH0000264,CLI0606,E-mail,Problema no aplicativo,Baixa,Em Andamento,2025-09-22T20:10:39,,,,
CH0000265,CLI1045,App,Dúvida sobre fatura,Baixa,Resolvido,2026-01-25T07:13:31,2026-01-28T07:13:31,72,1,
CH0000266,CLI0899,App,Elogio ao atendimento,Baixa,Aberto,2025-11-26T20:15:54,,,,
CH0000267,CLI0117,Agência,Dúvida sobre fatura,Média,Resolvido,2026-01-20T11:50:00,2026-01-24T10:50:00,95,2,
CH0000268,CLI0706,Chat,Dúvida sobre produto,Média,Resolvido,2025-10-19T15:24:03,2025-10-22T13:24:03,70,1,
CH0000269,CLI1220,Telefone,Contestação de transação,Média,Em Andamento,2025-12-22T00:24:04,,,,TX0001243
CH0000270,CLI0249,App,Dúvida sobre fatura,Alta,Resolvido,2025-11-14T10:48:34,2025-11-14T14:48:34,4,4,
CH0000271,CLI0521,App,Dúvida sobre fatura,Baixa,Resolvido,2025-12-02T03:14:09,2025-12-02T14:14:09,11,3,
CH0000272,CLI1091,E-mail,Contestação de transação,Baixa,Aberto,2025-10-31T16:06:53,,,,TX0016396
CH0000273,CLI1157,Telefone,Alteração cadastral,Alta,Resolvido,2026-01-01T04:02:42,2026-01-02T07:02:42,27,1,
CH0000274,CLI0401,Telefone,Contestação de transação,Média,Resolvido,2025-10-29T00:55:59,2025-10-30T08:55:59,32,1,TX0014929
CH0000275,CLI1095,App,Problema no aplicativo,Baixa,Aberto,2025-12-29T03:36:00,,,,
CH0000276,CLI0287,App,Contestação de transação,Baixa,Resolvido,2025-12-04T22:19:18,2025-12-06T09:19:18,35,1,TX0018305
CH0000277,CLI0623,App,Reclamação de atendimento,Baixa,Resolvido,2025-09-06T03:07:17,2025-09-09T01:07:17,70,5,
CH0000278,CLI0036,Agência,Alteração cadastral,Baixa,Resolvido,2025-10-13T08:15:38,2025-10-15T09:15:38,49,5,
CH0000279,CLI0086,Agência,Alteração cadastral,Baixa,Resolvido,2025-09-08T08:53:56,2025-09-11T12:53:56,76,3,
CH0000280,CLI1291,App,Dúvida sobre produto,Baixa,Resolvido,2026-02-28T13:33:40,2026-03-01T01:33:40,12,5,
CH0000281,CLI0910,Chat,Reclamação de atendimento,Baixa,Resolvido,2025-10-12T01:22:54,2025-10-13T21:22:54,44,2,
CH0000282,CLI0027,App,Solicitação de cancelamento,Baixa,Cancelado,2025-10-26T02:39:33,,,,
CH0000283,CLI0847,Agência,Problema no aplicativo,Baixa,Resolvido,2025-09-13T20:00:42,2025-09-15T10:00:42,38,4,
CH0000284,CLI0013,App,Elogio ao atendimento,Média,Resolvido,2025-11-02T12:53:23,2025-11-02T15:53:23,3,5,
CH0000285,CLI0271,Telefone,Elogio ao atendimento,Baixa,Aberto,2026-01-24T13:45:45,,,,
CH0000286,CLI0997,Agência,Reclamação de atendimento,Baixa,Em Andamento,2025-12-25T14:58:40,,,,
CH0000287,CLI0088,App,Solicitação de cancelamento,Média,Resolvido,2025-12-12T13:54:45,2025-12-14T11:54:45,46,1,
CH0000288,CLI0482,Chat,Elogio ao atendimento,Média,Resolvido,2025-09-23T04:25:23,2025-09-24T09:25:23,29,5,
CH0000289,CLI0820,App,Dúvida sobre fatura,Alta,Em Andamento,2025-12-31T14:31:43,,,,
CH0000290,CLI1107,App,Reclamação de atendimento,Baixa,Resolvido,2025-12-15T15:30:50,2025-12-17T03:30:50,36,3,
CH0000291,CLI0162,Chat,Alteração cadastral,Alta,Resolvido,2026-02-22T12:08:57,2026-02-25T07:08:57,67,4,
CH0000292,CLI1036,Telefone,Problema no aplicativo,Baixa,Em Andamento,2026-01-24T18:32:00,,,,
CH0000293,CLI0305,Chat,Solicitação de cancelamento,Baixa,Resolvido,2026-01-08T20:08:54,2026-01-10T14:08:54,42,4,
CH0000294,CLI0415,App,Problema no aplicativo,Baixa,Resolvido,2025-11-26T09:12:11,2025-11-26T13:12:11,4,1,
CH0000295,CLI0499,Chat,Alteração cadastral,Média,Em Andamento,2025-10-26T06:04:35,,,,
CH0000296,CLI1152,Chat,Problema no aplicativo,Alta,Resolvido,2025-12-21T11:19:35,2025-12-23T12:19:35,49,2,
CH0000297,CLI0043,App,Dúvida sobre fatura,Baixa,Resolvido,2025-10-15T14:35:06,2025-10-18T10:35:06,68,1,
CH0000298,CLI1277,App,Dúvida sobre fatura,Média,Resolvido,2026-02-25T05:04:27,2026-02-26T05:04:27,24,1,
CH0000299,CLI0707,Agência,Solicitação de cancelamento,Média,Resolvido,2026-02-22T12:39:19,2026-02-22T15:39:19,3,4,
CH0000300,CLI0279,Chat,Reclamação de atendimento,Média,Resolvido,2025-09-04T06:25:19,2025-09-06T23:25:19,65,3,
CH0000301,CLI1060,Agência,Dúvida sobre produto,Média,Resolvido,2026-01-25T02:31:52,2026-01-26T11:31:52,33,2,
CH0000302,CLI0894,Chat,Dúvida sobre fatura,Baixa,Resolvido,2026-01-31T16:32:03,2026-02-02T11:32:03,43,5,
CH0000303,CLI1283,Agência,Reclamação de atendimento,Alta,Resolvido,2026-02-21T19:20:48,2026-02-21T21:20:48,2,5,
CH0000304,CLI0514,Chat,Alteração cadastral,Baixa,Em Andamento,2026-01-18T16:21:02,,,,
CH0000305,CLI0096,Agência,Dúvida sobre fatura,Baixa,Resolvido,2025-10-23T19:48:14,2025-10-27T09:48:14,86,4,
CH0000306,CLI0458,Telefone,Problema no aplicativo,Baixa,Resolvido,2026-01-02T03:03:14,2026-01-06T01:03:14,94,4,
CH0000307,CLI0657,E-mail,Dúvida sobre produto,Baixa,Resolvido,2025-12-03T09:09:39,2025-12-05T10:09:39,49,1,
CH0000308,CLI0698,Telefone,Elogio ao atendimento,Média,Em Andamento,2026-01-03T15:00:28,,,,
CH0000309,CLI0876,App,Solicitação de cancelamento,Baixa,Cancelado,2026-02-25T16:42:25,,,,
CH0000310,CLI1032,E-mail,Dúvida sobre produto,Baixa,Em Andamento,2025-09-09T22:33:32,,,,
CH0000311,CLI0671,Chat,Dúvida sobre produto,Baixa,Em Andamento,2026-02-19T00:00:09,,,,
CH0000312,CLI0960,Agência,Elogio ao atendimento,Baixa,Resolvido,2026-01-18T23:14:35,2026-01-21T01:14:35,50,2,
CH0000313,CLI1291,Chat,Contestação de transação,Alta,Resolvido,2025-09-06T19:36:00,2025-09-10T12:36:00,89,4,TX0016789
CH0000314,CLI0078,App,Dúvida sobre produto,Baixa,Resolvido,2025-11-03T22:26:34,2025-11-05T12:26:34,38,2,
CH0000315,CLI0573,Telefone,Alteração cadastral,Baixa,Resolvido,2025-09-11T18:20:32,2025-09-13T22:20:32,52,4,
CH0000316,CLI0299,Telefone,Dúvida sobre produto,Baixa,Em Andamento,2025-09-22T07:28:57,,,,
CH0000317,CLI1236,Chat,Alteração cadastral,Baixa,Resolvido,2026-02-10T11:17:11,2026-02-12T04:17:11,41,4,
CH0000318,CLI0904,App,Elogio ao atendimento,Baixa,Resolvido,2025-12-06T13:53:20,2025-12-06T16:53:20,3,4,
CH0000319,CLI0530,Chat,Elogio ao atendimento,Média,Aberto,2025-09-06T10:53:35,,,,
CH0000320,CLI0239,E-mail,Dúvida sobre produto,Média,Resolvido,2026-01-05T19:43:16,2026-01-06T01:43:16,6,2,
CH0000321,CLI1076,E-mail,Contestação de transação,Baixa,Resolvido,2026-02-07T13:03:01,2026-02-10T08:03:01,67,1,TX0019726
CH0000322,CLI0517,Chat,Problema no aplicativo,Baixa,Em Andamento,2025-11-15T20:36:43,,,,
CH0000323,CLI0376,Agência,Dúvida sobre fatura,Média,Resolvido,2025-11-19T07:03:47,2025-11-22T12:03:47,77,3,
CH0000324,CLI1081,App,Reclamação de atendimento,Baixa,Resolvido,2026-02-21T18:03:38,2026-02-25T00:03:38,78,2,
CH0000325,CLI0171,E-mail,Contestação de transação,Média,Resolvido,2025-09-22T16:23:02,2025-09-25T23:23:02,79,4,TX0001209
CH0000326,CLI0950,Telefone,Problema no aplicativo,Baixa,Resolvido,2025-11-12T16:49:32,2025-11-13T12:49:32,20,2,
CH0000327,CLI0791,App,Alteração cadastral,Alta,Aberto,2025-09-22T07:44:04,,,,
CH0000328,CLI1159,App,Elogio ao atendimento,Baixa,Resolvido,2025-11-08T01:31:04,2025-11-10T22:31:04,69,4,
CH0000329,CLI1258,App,Problema no aplicativo,Média,Cancelado,2026-01-20T14:00:35,,,,
CH0000330,CLI0752,App,Problema no aplicativo,Baixa,Em Andamento,2026-01-17T09:22:50,,,,
CH0000331,CLI0983,Agência,Problema no aplicativo,Baixa,Em Andamento,2025-10-24T15:15:12,,,,
CH0000332,CLI0355,App,Alteração cadastral,Alta,Resolvido,2026-02-04T09:46:36,2026-02-05T21:46:36,36,1,
CH0000333,CLI0224,Telefone,Alteração cadastral,Baixa,Resolvido,2025-12-19T17:44:37,2025-12-23T11:44:37,90,5,
CH0000334,CLI0474,App,Elogio ao atendimento,Baixa,Resolvido,2025-11-23T12:52:40,2025-11-24T05:52:40,17,2,
CH0000335,CLI0980,App,Alteração cadastral,Baixa,Em Andamento,2025-12-25T18:40:52,,,,
CH0000336,CLI0324,Agência,Problema no aplicativo,Alta,Resolvido,2026-01-05T10:29:41,2026-01-07T05:29:41,43,5,
CH0000337,CLI1249,Chat,Solicitação de cancelamento,Baixa,Resolvido,2026-01-06T11:26:12,2026-01-08T11:26:12,48,2,
CH0000338,CLI0473,Telefone,Dúvida sobre fatura,Baixa,Em Andamento,2025-10-02T09:36:49,,,,
CH0000339,CLI1197,Chat,Problema no aplicativo,Baixa,Resolvido,2026-02-23T21:46:04,2026-02-24T16:46:04,19,3,
CH0000340,CLI0462,Telefone,Alteração cadastral,Alta,Resolvido,2025-11-18T06:06:46,2025-11-18T23:06:46,17,2,
CH0000341,CLI1293,E-mail,Dúvida sobre produto,Baixa,Resolvido,2026-02-07T12:18:18,2026-02-10T23:18:18,83,3,
CH0000342,CLI0374,Chat,Dúvida sobre produto,Média,Em Andamento,2026-01-25T03:12:07,,,,
CH0000343,CLI0873,Telefone,Solicitação de cancelamento,Baixa,Resolvido,2025-11-12T07:14:57,2025-11-15T18:14:57,83,3,
CH0000344,CLI0140,App,Dúvida sobre produto,Média,Resolvido,2026-01-16T18:10:51,2026-01-20T10:10:51,88,1,
CH0000345,CLI1113,Chat,Contestação de transação,Baixa,Resolvido,2025-10-03T15:46:51,2025-10-05T01:46:51,34,3,TX0002774
CH0000346,CLI0753,E-mail,Reclamação de atendimento,Alta,Aberto,2025-10-14T22:31:08,,,,
CH0000347,CLI0113,Telefone,Alteração cadastral,Baixa,Aberto,2025-10-15T22:10:47,,,,
CH0000348,CLI1235,Telefone,Solicitação de cancelamento,Média,Resolvido,2025-09-20T04:55:26,2025-09-21T08:55:26,28,5,
CH0000349,CLI0938,Telefone,Contestação de transação,Baixa,Resolvido,2025-11-22T21:51:22,2025-11-25T06:51:22,57,3,TX0003266
CH0000350,CLI1229,Telefone,Contestação de transação,Baixa,Resolvido,2025-10-30T19:55:35,2025-11-01T05:55:35,34,5,TX0013956
CH0000351,CLI0820,Chat,Dúvida sobre fatura,Baixa,Em Andamento,2026-02-02T01:35:39,,,,
CH0000352,CLI0037,Chat,Contestação de transação,Baixa,Resolvido,2025-10-10T02:25:46,2025-10-12T02:25:46,48,2,TX0016421
CH0000353,CLI1060,Telefone,Solicitação de cancelamento,Baixa,Resolvido,2026-01-13T02:04:55,2026-01-15T04:04:55,50,3,
CH0000354,CLI1107,Telefone,Dúvida sobre produto,Baixa,Resolvido,2025-12-03T21:29:48,2025-12-05T16:29:48,43,3,
CH0000355,CLI1071,App,Reclamação de atendimento,Média,Resolvido,2025-11-14T21:19:41,2025-11-16T00:19:41,27,2,
CH0000356,CLI1065,App,Reclamação de atendimento,Baixa,Resolvido,2025-09-24T20:52:58,2025-09-26T17:52:58,45,5,
CH0000357,CLI0382,Chat,Reclamação de atendimento,Baixa,Resolvido,2025-10-25T20:46:46,2025-10-28T15:46:46,67,4,
CH0000358,CLI0203,Telefone,Alteração cadastral,Baixa,Resolvido,2025-10-16T17:17:50,2025-10-20T14:17:50,93,1,
CH0000359,CLI0104,Agência,Alteração cadastral,Baixa,Em Andamento,2025-09-18T16:02:57,,,,
CH0000360,CLI0802,Telefone,Elogio ao atendimento,Média,Resolvido,2025-10-05T13:36:14,2025-10-08T05:36:14,64,5,
CH0000361,CLI0136,App,Alteração cadastral,Baixa,Resolvido,2025-10-01T19:15:08,2025-10-04T06:15:08,59,4,
CH0000362,CLI0241,Chat,Alteração cadastral,Baixa,Resolvido,2025-11-18T13:10:31,2025-11-20T19:10:31,54,1,
CH0000363,CLI0178,Telefone,Dúvida sobre produto,Média,Resolvido,2025-11-08T17:28:05,2025-11-10T23:28:05,54,1,
CH0000364,CLI0484,Telefone,Problema no aplicativo,Baixa,Cancelado,2026-01-10T10:49:35,,,,
CH0000365,CLI0026,Chat,Reclamação de atendimento,Média,Resolvido,2026-01-30T00:41:17,2026-01-30T23:41:17,23,2,
CH0000366,CLI0290,Telefone,Dúvida sobre fatura,Baixa,Resolvido,2025-11-02T07:05:48,2025-11-03T04:05:48,21,1,
CH0000367,CLI0662,Agência,Dúvida sobre fatura,Média,Resolvido,2026-02-01T00:44:03,2026-02-04T08:44:03,80,1,
CH0000368,CLI0998,E-mail,Reclamação de atendimento,Baixa,Resolvido,2025-10-04T11:09:41,2025-10-07T17:09:41,78,3,
CH0000369,CLI1033,Chat,Contestação de transação,Média,Aberto,2025-09-22T18:37:55,,,,TX0013775
CH0000370,CLI0684,App,Problema no aplicativo,Baixa,Em Andamento,2026-02-17T20:09:20,,,,
CH0000371,CLI0026,App,Reclamação de atendimento,Baixa,Em Andamento,2025-09-04T05:02:54,,,,
CH0000372,CLI0958,Telefone,Elogio ao atendimento,Média,Resolvido,2026-02-08T20:05:06,2026-02-09T16:05:06,20,2,
CH0000373,CLI0233,Agência,Reclamação de atendimento,Média,Resolvido,2025-09-13T13:56:15,2025-09-16T17:56:15,76,3,
CH0000374,CLI0323,App,Elogio ao atendimento,Baixa,Aberto,2026-02-12T00:44:52,,,,
CH0000375,CLI0035,App,Dúvida sobre produto,Média,Resolvido,2025-12-14T11:13:17,2025-12-18T02:13:17,87,1,
CH0000376,CLI0436,App,Dúvida sobre fatura,Baixa,Resolvido,2025-09-21T20:43:26,2025-09-24T22:43:26,74,3,
CH0000377,CLI0099,Chat,Dúvida sobre produto,Média,Resolvido,2026-01-04T20:53:07,2026-01-06T17:53:07,45,1,
CH0000378,CLI0452,Chat,Dúvida sobre produto,Baixa,Em Andamento,2026-02-04T06:35:43,,,,
CH0000379,CLI0339,Agência,Dúvida sobre fatura,Baixa,Em Andamento,2025-12-20T03:54:57,,,,
CH0000380,CLI0732,App,Solicitação de cancelamento,Baixa,Cancelado,2025-09-20T12:10:38,,,,
CH0000381,CLI0738,Agência,Dúvida sobre produto,Alta,Resolvido,2025-12-21T01:33:22,2025-12-24T06:33:22,77,3,
CH0000382,CLI0598,Chat,Elogio ao atendimento,Média,Resolvido,2025-09-07T09:09:23,2025-09-11T06:09:23,93,2,
CH0000383,CLI0470,App,Reclamação de atendimento,Baixa,Aberto,2025-10-31T13:35:25,,,,
CH0000384,CLI0987,Chat,Solicitação de cancelamento,Média,Aberto,2025-10-04T16:41:13,,,,
CH0000385,CLI0802,Agência,Contestação de transação,Baixa,Resolvido,2026-02-16T02:35:19,2026-02-16T16:35:19,14,4,TX0016734
CH0000386,CLI0333,App,Dúvida sobre fatura,Média,Resolvido,2025-09-20T04:45:00,2025-09-20T08:45:00,4,5,
CH0000387,CLI1255,Chat,Dúvida sobre fatura,Média,Resolvido,2026-02-19T21:31:28,2026-02-23T18:31:28,93,3,
CH0000388,CLI0321,Chat,Problema no aplicativo,Baixa,Em Andamento,2025-09-20T11:44:41,,,,
CH0000389,CLI0002,Telefone,Dúvida sobre fatura,Baixa,Resolvido,2026-01-01T09:02:54,2026-01-03T06:02:54,45,1,
CH0000390,CLI0190,Chat,Elogio ao atendimento,Média,Aberto,2025-10-09T06:13:23,,,,
CH0000391,CLI0374,Chat,Elogio ao atendimento,Alta,Resolvido,2025-12-25T14:27:12,2025-12-27T07:27:12,41,2,
CH0000392,CLI1294,Telefone,Solicitação de cancelamento,Baixa,Resolvido,2025-09-17T01:47:20,2025-09-20T03:47:20,74,4,
CH0000393,CLI0522,Chat,Solicitação de cancelamento,Baixa,Resolvido,2025-12-27T11:26:21,2025-12-28T17:26:21,30,4,
CH0000394,CLI0982,Telefone,Contestação de transação,Baixa,Resolvido,2026-02-06T21:15:46,2026-02-08T10:15:46,37,2,TX0023674
CH0000395,CLI0343,App,Reclamação de atendimento,Baixa,Resolvido,2026-01-13T15:25:44,2026-01-17T05:25:44,86,5,
CH0000396,CLI1064,Telefone,Contestação de transação,Média,Resolvido,2025-11-04T01:44:02,2025-11-05T06:44:02,29,4,TX0020222
CH0000397,CLI0627,App,Dúvida sobre produto,Baixa,Resolvido,2026-01-23T23:52:47,2026-01-27T03:52:47,76,1,
CH0000398,CLI1063,Agência,Problema no aplicativo,Baixa,Resolvido,2025-10-09T19:05:31,2025-10-09T20:05:31,1,5,
CH0000399,CLI0703,E-mail,Dúvida sobre fatura,Baixa,Resolvido,2025-11-14T20:04:24,2025-11-15T02:04:24,6,3,
CH0000400,CLI0270,Agência,Solicitação de cancelamento,Baixa,Resolvido,2025-11-05T04:28:30,2025-11-05T12:28:30,8,1,
CH0000401,CLI0053,Telefone,Alteração cadastral,Baixa,Resolvido,2026-01-08T05:40:40,2026-01-10T12:40:40,55,2,
CH0000402,CLI0714,App,Problema no aplicativo,Baixa,Resolvido,2026-02-22T12:03:54,2026-02-25T08:03:54,68,1,
CH0000403,CLI1057,App,Solicitação de cancelamento,Baixa,Em Andamento,2025-10-05T09:18:14,,,,
CH0000404,CLI0754,Chat,Elogio ao atendimento,Baixa,Resolvido,2025-10-23T17:39:09,2025-10-26T06:39:09,61,1,
CH0000405,CLI0213,Chat,Solicitação de cancelamento,Média,Aberto,2026-01-11T09:51:18,,,,
CH0000406,CLI0575,Chat,Contestação de transação,Baixa,Resolvido,2025-10-08T15:36:10,2025-10-10T10:36:10,43,5,TX0005453
CH0000407,CLI0734,E-mail,Elogio ao atendimento,Média,Resolvido,2026-01-18T21:16:28,2026-01-22T00:16:28,75,3,
CH0000408,CLI1020,App,Problema no aplicativo,Baixa,Em Andamento,2025-11-07T20:57:57,,,,
CH0000409,CLI1065,Chat,Reclamação de atendimento,Baixa,Resolvido,2026-02-15T17:05:52,2026-02-16T03:05:52,10,5,
CH0000410,CLI1161,Chat,Dúvida sobre produto,Alta,Resolvido,2026-02-16T04:11:58,2026-02-16T11:11:58,7,3,
CH0000411,CLI0181,Chat,Elogio ao atendimento,Média,Resolvido,2026-01-13T12:58:56,2026-01-15T00:58:56,36,4,
CH0000412,CLI0533,E-mail,Problema no aplicativo,Baixa,Cancelado,2026-01-19T02:54:45,,,,
CH0000413,CLI0257,Telefone,Elogio ao atendimento,Baixa,Resolvido,2026-02-02T22:46:46,2026-02-03T03:46:46,5,2,
CH0000414,CLI0174,Chat,Dúvida sobre produto,Média,Em Andamento,2025-12-28T07:54:11,,,,
CH0000415,CLI0071,App,Solicitação de cancelamento,Baixa,Aberto,2025-11-20T15:37:40,,,,
CH0000416,CLI0786,Chat,Problema no aplicativo,Média,Em Andamento,2025-11-12T23:26:05,,,,
CH0000417,CLI0168,Agência,Dúvida sobre produto,Média,Resolvido,2026-02-12T14:17:14,2026-02-13T16:17:14,26,4,
CH0000418,CLI1061,E-mail,Dúvida sobre fatura,Média,Resolvido,2025-09-24T04:57:06,2025-09-25T08:57:06,28,4,
CH0000419,CLI0284,App,Contestação de transação,Média,Em Andamento,2025-12-12T02:56:59,,,,TX0014561
CH0000420,CLI1045,App,Dúvida sobre produto,Baixa,Resolvido,2025-11-30T22:57:23,2025-12-04T07:57:23,81,4,
CH0000421,CLI0334,E-mail,Solicitação de cancelamento,Baixa,Resolvido,2025-12-19T21:25:40,2025-12-21T14:25:40,41,2,
